"","scrubbed_species_binomial","Height","Leaf_N","Leaf_P","Seed_mass","SLA","Wood_density","FAMILY_STD","GROWTHFORM_STD","GROWTHFORM_DIV","GROWTHFORM_GEN"
"15609","Setaria italica",0.798571428571429,15,1.565,2.29733333333333,23.928,NA,"Poaceae","Herb","Herb","herbaceous"
"15610","Setaria leucopila",NA,NA,NA,0.6,NA,NA,"Poaceae","Herb","Shrub_Herb","herbaceous"
"15611","Setaria longiseta",NA,NA,NA,0.21,NA,NA,"Poaceae","Herb","Herb","herbaceous"
"15612","Setaria macrostachya",NA,NA,NA,0.4,NA,NA,"Poaceae","Herb","Herb","herbaceous"
"15613","Setaria parviflora",NA,NA,NA,0.432,NA,NA,"Poaceae","Herb","Shrub_Tree_Herb","herbaceous"
"15614","Setaria pumila",0.46,NA,NA,0.871,23.8145714285714,NA,"Poaceae","Herb","Herb","herbaceous"
"15615","Setaria sphacelata",0.2471625,18,NA,0.71,2.0549,NA,"Poaceae","Herb","Shrub_Tree_Herb","herbaceous"
"15616","Setaria verticillata",0.45,NA,NA,0.994285714285714,NA,NA,"Poaceae","Herb","Herb","herbaceous"
"15617","Setaria viridis",0.576428571428571,22.85,NA,1.09366666666667,25.2657986692857,NA,"Poaceae","Herb","Herb","herbaceous"
"15618","Sextonia rubra",NA,16,NA,1190,27.7418227272727,0.542134938377358,"Lauraceae","Tree","Tree","woody"
"15619","Shepherdia argentea",6.7056,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15620","Shepherdia canadensis",2,NA,NA,8.886067,NA,NA,"Elaeagnaceae","Shrub","Shrub","woody"
"15621","Sherardia arvensis",0.14375,NA,NA,1.5929246,22.4180885714286,NA,"Rubiaceae","Herb","Herb","herbaceous"
"15622","Shirakiopsis elliptica",NA,NA,NA,NA,NA,0.5246904455,NA,NA,NA,NA
"15623","Shirakiopsis indica",NA,NA,NA,5555,NA,NA,"Euphorbiaceae","Tree","Tree","woody"
"15624","Shorea acuminata",NA,NA,NA,NA,NA,0.42,NA,NA,NA,NA
"15625","Shorea acuminatissima",NA,NA,NA,NA,NA,0.39,NA,NA,NA,NA
"15626","Shorea agami",NA,NA,NA,NA,10.1298701,0.53,NA,NA,NA,NA
"15627","Shorea amplexicaulis",NA,NA,NA,NA,12.0481928,0.44,NA,NA,NA,NA
"15628","Shorea argentifolia",1.53460377358491,21.1066689,NA,900,20.4229998857143,0.473684210526316,NA,NA,NA,NA
"15629","Shorea assamica",NA,NA,NA,NA,NA,0.455794125,"Dipterocarpaceae","Tree","Tree","woody"
"15630","Shorea atrinervosa",NA,NA,NA,NA,NA,0.77,NA,NA,NA,NA
"15631","Shorea balangeran",NA,NA,NA,NA,NA,0.69,NA,NA,NA,NA
"15632","Shorea balanocarpoides",NA,NA,NA,NA,NA,0.59,NA,NA,NA,NA
"15633","Shorea beccariana",1.23471772428884,NA,NA,6370,20.43567909375,0.47275,NA,NA,NA,NA
"15634","Shorea bracteolata",NA,NA,NA,NA,NA,0.535,NA,NA,NA,NA
"15635","Shorea ciliata",NA,NA,NA,NA,NA,0.89,NA,NA,NA,NA
"15636","Shorea contorta",NA,NA,NA,NA,NA,0.43,NA,NA,NA,NA
"15637","Shorea coriacea",NA,NA,NA,NA,NA,0.56,NA,NA,NA,NA
"15638","Shorea crassa",NA,NA,NA,NA,11.7741936,NA,NA,NA,NA,NA
"15639","Shorea curtisii",NA,NA,NA,NA,12.9787234,0.526666666666667,NA,NA,NA,NA
"15640","Shorea elliptica",NA,NA,NA,NA,NA,0.79,NA,NA,NA,NA
"15641","Shorea exelliptica",NA,NA,NA,NA,13.6231884,0.77,NA,NA,NA,NA
"15642","Shorea faguetiana",0.814351020408163,NA,NA,690,14.7339285714286,0.433777777777778,NA,NA,NA,NA
"15643","Shorea falcifera",NA,NA,NA,NA,NA,0.845,NA,NA,NA,NA
"15644","Shorea falciferoides",NA,NA,NA,NA,14.0277778,0.72,NA,NA,NA,NA
"15645","Shorea fallax",NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA
"15646","Shorea ferruginea",NA,NA,NA,NA,NA,0.39,NA,NA,NA,NA
"15647","Shorea gibbosa",0.741677419354839,NA,NA,1080,16.0613545454545,0.458736842105263,NA,NA,NA,NA
"15648","Shorea glauca",NA,NA,NA,NA,NA,0.845,NA,NA,NA,NA
"15649","Shorea gratissima",NA,NA,NA,NA,NA,0.64,NA,NA,NA,NA
"15650","Shorea guiso",NA,NA,NA,NA,NA,0.705,NA,NA,NA,NA
"15651","Shorea havilandii",NA,NA,NA,NA,NA,0.88,NA,NA,NA,NA
"15652","Shorea hemsleyana",NA,NA,NA,NA,NA,0.65,NA,NA,NA,NA
"15653","Shorea hopeifolia",NA,NA,NA,NA,NA,0.593333333333333,NA,NA,NA,NA
"15654","Shorea inappendiculata",NA,NA,NA,NA,NA,0.785,NA,NA,NA,NA
"15655","Shorea johorensis",1.22815357142857,NA,NA,NA,19.5906,0.443222222222222,NA,NA,NA,NA
"15656","Shorea laevis",NA,NA,NA,NA,NA,0.686666666666667,NA,NA,NA,NA
"15657","Shorea lamellata",NA,NA,NA,NA,NA,0.583333333333333,NA,NA,NA,NA
"15658","Shorea leprosula",1.98694523809524,NA,NA,570,23.7499461538462,0.422434782608696,NA,NA,NA,NA
"15659","Shorea longisperma",NA,NA,NA,NA,NA,0.44,NA,NA,NA,NA
"15660","Shorea lucida",NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA
"15661","Shorea macroptera",0.89695951417004,NA,NA,695,15.7127,0.463958333333333,NA,NA,NA,NA
"15662","Shorea maxima",NA,NA,NA,NA,NA,0.57,NA,NA,NA,NA
"15663","Shorea maxwelliana",NA,NA,NA,NA,NA,0.83,NA,NA,NA,NA
"15664","Shorea mecistopteryx",NA,NA,NA,NA,NA,0.426666666666667,NA,NA,NA,NA
"15665","Shorea multiflora",NA,NA,NA,NA,NA,0.51,NA,NA,NA,NA
"15666","Shorea negrosensis",NA,NA,NA,NA,NA,0.51,NA,NA,NA,NA
"15667","Shorea obtusa",NA,NA,NA,NA,NA,0.85,NA,NA,NA,NA
"15668","Shorea ochracea",NA,NA,NA,NA,13.3333333,0.45,NA,NA,NA,NA
"15669","Shorea ovalis",1.09729305912596,NA,NA,1270,16.24124,0.448789473684211,NA,NA,NA,NA
"15670","Shorea ovata",NA,NA,NA,NA,15.5072464,0.64,NA,NA,NA,NA
"15671","Shorea palembanica",NA,NA,NA,NA,NA,0.453333333333333,NA,NA,NA,NA
"15672","Shorea palosapis",NA,NA,NA,NA,NA,0.42,NA,NA,NA,NA
"15673","Shorea parvifolia",1.76459401709402,NA,NA,695,20.031,0.386111111111111,NA,NA,NA,NA
"15674","Shorea parvistipulata",NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA
"15675","Shorea pauciflora",NA,NA,NA,NA,NA,0.5325,NA,NA,NA,NA
"15676","Shorea pinanga",NA,NA,NA,NA,NA,0.363333333333333,NA,NA,NA,NA
"15677","Shorea platycarpa",NA,NA,NA,NA,NA,0.59,NA,NA,NA,NA
"15678","Shorea platyclados",NA,NA,NA,NA,NA,0.556666666666667,NA,NA,NA,NA
"15679","Shorea polysperma",NA,NA,NA,NA,NA,0.505,NA,NA,NA,NA
"15680","Shorea quadrinervis",NA,NA,NA,NA,NA,0.435,NA,NA,NA,NA
"15681","Shorea robusta",NA,17.9,0.9425,NA,18.1,0.73,"Dipterocarpaceae","Tree","Tree","woody"
"15682","Shorea roxburghii",NA,NA,NA,1166.7,NA,0.66,NA,NA,NA,NA
"15683","Shorea rugosa",NA,NA,NA,NA,NA,0.556666666666667,NA,NA,NA,NA
"15684","Shorea scaberrima",NA,NA,NA,NA,NA,0.47,NA,NA,NA,NA
"15685","Shorea scabrida",NA,NA,NA,NA,NA,0.46,NA,NA,NA,NA
"15686","Shorea scrobiculata",NA,NA,NA,NA,16.4864865,0.81,NA,NA,NA,NA
"15687","Shorea smithiana",NA,NA,NA,NA,16.0194175,0.355,NA,NA,NA,NA
"15688","Shorea stellata",NA,NA,NA,NA,NA,0.63,"Dipterocarpaceae","Tree","Tree","woody"
"15689","Shorea stenoptera",NA,NA,NA,NA,NA,0.33,NA,NA,NA,NA
"15690","Shorea superba",NA,NA,NA,NA,NA,0.69,NA,NA,NA,NA
"15691","Shorea teysmanniana",NA,NA,NA,NA,NA,0.505,NA,NA,NA,NA
"15692","Shorea uliginosa",NA,NA,NA,NA,NA,0.51,NA,NA,NA,NA
"15693","Shorea venulosa",NA,NA,NA,NA,NA,0.65,NA,NA,NA,NA
"15694","Shorea virescens",NA,NA,NA,NA,NA,0.435,NA,NA,NA,NA
"15695","Sibbaldia adpressa",NA,NA,NA,NA,10.34800863,NA,NA,NA,NA,NA
"15696","Sibbaldia procumbens",0.0281111111111111,NA,NA,0.46,16.261437848,NA,"Rosaceae","Herb","Herb","herbaceous"
"15697","Sibbaldianthe bifurca",NA,20.83625,1.12547251714286,NA,46.5581442337368,NA,NA,NA,NA,NA
"15698","Sicyos angulatus",NA,NA,NA,93,NA,NA,NA,NA,NA,NA
"15699","Sida acuta",NA,NA,NA,2.35,NA,NA,"Malvaceae","Herb","Shrub_Herb","herbaceous"
"15700","Sida aggregata",NA,NA,NA,1.71,NA,NA,NA,NA,NA,NA
"15701","Sida ammophila",NA,NA,NA,1.767,NA,NA,NA,NA,NA,NA
"15702","Sida cordifolia",NA,NA,NA,2.2,NA,NA,NA,NA,NA,NA
"15703","Sida cunninghamii",NA,NA,NA,0.884,NA,NA,NA,NA,NA,NA
"15704","Sida fibulifera",NA,NA,NA,1.095,NA,NA,NA,NA,NA,NA
"15705","Sida glomerata",NA,NA,NA,0.81,NA,NA,"Malvaceae","Shrub","Herb_Shrub","woody"
"15706","Sida hyssopifolia",NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"15707","Sida linifolia",NA,NA,NA,1.57,NA,NA,"Malvaceae","Herb","Shrub_Herb","herbaceous"
"15708","Sida neomexicana",NA,NA,NA,2.375,NA,NA,"Malvaceae","Herb","Herb","herbaceous"
"15709","Sida ovata",NA,NA,NA,1.86,NA,NA,NA,NA,NA,NA
"15710","Sida petrophila",NA,NA,NA,1.415,NA,NA,NA,NA,NA,NA
"15711","Sida spinosa",NA,NA,NA,3.11625,NA,NA,"Malvaceae","Herb","Shrub_Herb","herbaceous"
"15712","Sidalcea calycosa",NA,NA,NA,1.572,NA,NA,"Malvaceae","Herb","Herb","herbaceous"
"15713","Sidalcea cusickii",NA,NA,NA,2.58,NA,NA,"Malvaceae","Herb","Herb","herbaceous"
"15714","Sidalcea diploscypha",NA,NA,NA,3.046,NA,NA,"Malvaceae","Herb","Herb","herbaceous"
"15715","Sidalcea glaucescens",NA,NA,NA,3.027,NA,NA,"Malvaceae","Herb","Herb","herbaceous"
"15716","Sidalcea malviflora",NA,NA,NA,4.11285714285714,NA,NA,NA,NA,NA,NA
"15717","Sidalcea neomexicana",NA,NA,NA,2.256,NA,NA,NA,NA,NA,NA
"15718","Sidalcea oregana",NA,NA,NA,2.196,NA,NA,NA,NA,NA,NA
"15719","Sideritis hirsuta",NA,NA,NA,1.4,NA,NA,NA,NA,NA,NA
"15720","Sideritis incana",NA,NA,NA,1.6,NA,NA,NA,NA,NA,NA
"15721","Sideritis leucantha",NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"15722","Sideritis montana",NA,NA,NA,0.665,NA,NA,"Lamiaceae","Herb","Herb","herbaceous"
"15723","Sideritis reverchonii",NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"15724","Sideritis tragoriganum",NA,NA,NA,1.3,NA,NA,NA,NA,NA,NA
"15725","Sideroxylon capiri",NA,29.85501029,0.89415811,NA,NA,0.76,"Sapotaceae","Tree","Shrub_Tree","woody"
"15726","Sideroxylon celastrinum",9.144,16.096,0.50983479,NA,9.323740422,NA,NA,NA,NA,NA
"15727","Sideroxylon foetidissimum",35.9664,NA,NA,NA,NA,0.895,"Sapotaceae","Tree","Shrub_Tree","woody"
"15728","Sideroxylon inerme",NA,NA,NA,NA,NA,0.8568475,"Sapotaceae","Tree","Tree","woody"
"15729","Sideroxylon lanuginosum",24.384,NA,NA,NA,23.752485,NA,"Sapotaceae","Tree","Herb_Shrub_Tree","woody"
"15730","Sideroxylon lycioides",9.4488,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15731","Sideroxylon obovatum",NA,NA,NA,NA,NA,0.86,"Sapotaceae","Tree","Tree","woody"
"15732","Sideroxylon obtusifolium",NA,NA,NA,91.23,NA,0.7773,"Sapotaceae","Tree","Shrub_Tree","woody"
"15733","Sideroxylon portoricense",35,NA,NA,359,NA,0.915,"Sapotaceae","Tree","Shrub_Tree","woody"
"15734","Sideroxylon salicifolium",17.3736,NA,NA,NA,NA,0.866666666666667,"Sapotaceae","Tree","Shrub_Tree","woody"
"15735","Sideroxylon tenax",12.4968,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15736","Siemssenia capillaris",NA,NA,NA,0.07,NA,NA,NA,NA,NA,NA
"15737","Sigesbeckia orientalis",0.970714285714286,NA,NA,1.329998,30.1,NA,"Asteraceae","Herb","Herb","herbaceous"
"15738","Sigesbeckia serrata",NA,NA,NA,1.21,NA,NA,"Asteraceae","Herb","Herb","herbaceous"
"15739","Silaum silaus",0.50625,NA,NA,2.055,17.4333333333333,NA,"Apiaceae","Herb","Herb","herbaceous"
"15740","Silene acaulis",0.0325714285714286,NA,NA,0.26305,18.5942857142857,NA,"Caryophyllaceae","Herb","Herb","herbaceous"
"15741","Silene antirrhina",0.8,NA,NA,0.0884313333333333,NA,NA,"Caryophyllaceae","Herb","Herb","herbaceous"
"15742","Silene aprica",NA,NA,NA,NA,7.9611292765,NA,NA,NA,NA,NA
"15743","Silene armeria",0.31,NA,NA,NA,32.35,NA,"Caryophyllaceae","Herb","Herb","herbaceous"
"15744","Silene baccifera",0.91,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15745","Silene bernardina",NA,NA,NA,0.263,NA,NA,"Caryophyllaceae","Herb","Tree_Herb","herbaceous"
"15746","Silene bridgesii",NA,NA,NA,0.26,NA,NA,"Caryophyllaceae","Herb","Herb","herbaceous"
"15747","Silene campanulata",NA,NA,NA,3.85,NA,NA,"Caryophyllaceae","Herb","Herb","herbaceous"
"15748","Silene chalcedonica",NA,NA,NA,6.7,NA,NA,"Caryophyllaceae","Herb","Herb","herbaceous"
"15749","Silene chilensis",NA,NA,NA,1.1,NA,NA,"Caryophyllaceae","Herb","Herb","herbaceous"
"15750","Silene chlorantha",0.1,NA,NA,NA,11.988,NA,NA,NA,NA,NA
"15751","Silene compacta",NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA
"15752","Silene conica",0.125625,NA,NA,0.346666666666667,NA,NA,"Caryophyllaceae","Herb","Herb","herbaceous"
"15753","Silene coniflora",NA,NA,NA,0.18,NA,NA,"Caryophyllaceae","Herb","Herb","herbaceous"
"15754","Silene conoidea",NA,NA,NA,1.058,NA,NA,"Caryophyllaceae","Herb","Herb","herbaceous"
"15755","Silene cretica",0.467142857142857,NA,NA,0.65,23.378,NA,NA,NA,NA,NA
"15756","Silene densiflora",NA,NA,NA,0.6,NA,NA,"Caryophyllaceae","Herb","Herb","herbaceous"
"15757","Silene dichotoma",0.401428571428571,NA,NA,0.965,25.698,NA,"Caryophyllaceae","Herb","Herb","herbaceous"
"15758","Silene dioica",0.589,NA,NA,0.662,39.2691578947368,NA,"Caryophyllaceae","Herb","Herb","herbaceous"
"15759","Silene douglasii",NA,NA,NA,0.421,NA,NA,"Caryophyllaceae","Herb","Herb","herbaceous"
"15760","Silene drummondii",NA,NA,NA,0.15,NA,NA,"Caryophyllaceae","Herb","Tree_Herb","herbaceous"
"15761","Silene flos-cuculi",0.118242424242424,NA,NA,0.21,24.7872776382979,NA,"Caryophyllaceae","Herb","Herb","herbaceous"
"15762","Silene flos-jovis",NA,NA,NA,NA,22.22222222,NA,NA,NA,NA,NA
"15763","Silene gallica",0.295714285714286,NA,NA,0.344090363636364,32.2819157142857,NA,"Caryophyllaceae","Herb","Herb","herbaceous"
"15764","Silene italica",0.7,NA,NA,0.478,NA,NA,"Caryophyllaceae","Herb","Herb","herbaceous"
"15765","Silene laciniata",NA,NA,NA,1.333,0.18713635,NA,"Caryophyllaceae","Herb","Herb","herbaceous"
"15766","Silene latifolia",0.45975,NA,NA,0.743461538461539,21.217893583,NA,"Caryophyllaceae","Herb","Herb","herbaceous"
"15767","Silene lemmonii",NA,NA,NA,1.1,NA,NA,"Caryophyllaceae","Herb","Herb","herbaceous"
"15768","Silene linicola",0.434285714285714,NA,NA,NA,28.58,NA,NA,NA,NA,NA
"15769","Silene menziesii",0.7,NA,NA,0.2191475,NA,NA,"Caryophyllaceae","Herb","Herb","herbaceous"
"15770","Silene mollissima",NA,36.6,NA,NA,14.5985402,NA,NA,NA,NA,NA
"15771","Silene noctiflora",0.303333333333333,NA,NA,1.0692,21.9,NA,"Caryophyllaceae","Herb","Herb","herbaceous"
"15772","Silene nutans",0.288936651162791,NA,NA,0.315688888888889,25.2148293181818,NA,"Caryophyllaceae","Herb","Herb","herbaceous"
"15773","Silene otites",0.303125,NA,NA,0.256666666666667,13.377,NA,"Caryophyllaceae","Herb","Herb","herbaceous"
"15774","Silene persica",NA,NA,NA,0.61,NA,NA,"Caryophyllaceae","Herb","Herb","herbaceous"
"15775","Silene pusilla",0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15776","Silene repens",NA,NA,NA,NA,24.84150913,NA,"Caryophyllaceae","Herb","Herb","herbaceous"
"15777","Silene rupestris",0.14,NA,NA,NA,30.87,NA,NA,NA,NA,NA
"15778","Silene sargentii",NA,NA,NA,0.268,NA,NA,"Caryophyllaceae","Herb","Herb","herbaceous"
"15779","Silene saxifraga",NA,NA,NA,0.33,NA,NA,NA,NA,NA,NA
"15780","Silene scabriflora",NA,NA,NA,0.32,NA,NA,NA,NA,NA,NA
"15781","Silene scouleri",0.8,NA,NA,0.2956,NA,NA,"Caryophyllaceae","Herb","Shrub_Tree_Herb","herbaceous"
"15782","Silene spergulifolia",NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA
"15783","Silene suecica",0.08,NA,NA,0.051,21.56,NA,"Caryophyllaceae","Herb","Herb","herbaceous"
"15784","Silene tatarica",0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15785","Silene uniflora",0.3,NA,NA,0.67,19.3,NA,NA,NA,NA,NA
"15786","Silene viscaria",0.39,NA,NA,0.0615789473684211,14.336,NA,"Caryophyllaceae","Herb","Herb","herbaceous"
"15787","Silene viscosa",0.25,NA,NA,NA,NA,NA,"Caryophyllaceae","Herb","Herb","herbaceous"
"15788","Silene vulgaris",0.407821428571429,NA,NA,0.938152173913044,29.3052907791803,NA,"Caryophyllaceae","Herb","Herb","herbaceous"
"15789","Silphium integrifolium",1.2,16.8,NA,NA,5.81395931395349,NA,"Asteraceae","Herb","Herb","herbaceous"
"15790","Silphium perfoliatum",NA,NA,NA,6.85,NA,NA,"Asteraceae","Herb","Herb","herbaceous"
"15791","Silphium terebinthinaceum",1.8,14.2,NA,NA,6.65000664893617,NA,"Asteraceae","Herb","Herb","herbaceous"
"15792","Silybum marianum",0.85,NA,NA,22.7065,NA,NA,"Asteraceae","Herb","Shrub_Herb","herbaceous"
"15793","Simaba cedron",NA,25.025,NA,NA,NA,0.47438,"Simaroubaceae","Tree","Shrub_Tree","woody"
"15794","Simaba orinocensis",NA,32.3,NA,NA,16.885,0.364335,"Simaroubaceae","Tree","Herb_Shrub_Tree","woody"
"15795","Simaba paraensis",NA,34,NA,NA,18.211,NA,"Simaroubaceae","Tree","Tree","woody"
"15796","Simaba polyphylla",NA,34.6,NA,NA,18.299,NA,"Simaroubaceae","Tree","Shrub_Tree","woody"
"15797","Simarouba amara",15.3756561403509,21.1413028571429,0.993272146,152.093333333333,28.6658351421053,0.37848834525,"Simaroubaceae","Tree","Herb_Liana_Shrub_Tree","woody"
"15798","Simarouba tulae",NA,NA,NA,NA,NA,0.85,NA,NA,NA,NA
"15799","Simarouba versicolor",NA,NA,NA,NA,NA,0.4382,NA,NA,NA,NA
"15800","Simira cordifolia",NA,28.7,NA,NA,26.46,NA,"Rubiaceae","Tree","Shrub_Tree","woody"
"15801","Simira ecuadorensis",NA,NA,NA,NA,NA,0.8,"Rubiaceae","Tree","Shrub_Tree","woody"
"15802","Simira maxonii",NA,NA,NA,NA,NA,0.615,"Rubiaceae","Tree","Shrub_Tree","woody"
"15803","Simira rubescens",23,18.7,NA,NA,15.819,0.8,"Rubiaceae","Tree","Liana_Shrub_Tree","woody"
"15804","Simira salvadorensis",NA,NA,NA,NA,NA,0.6,"Rubiaceae","Tree","Tree","woody"
"15805","Simira sampaioana",7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15806","Simira tinctoria",NA,NA,NA,NA,NA,0.67,"Rubiaceae","Tree","Tree","woody"
"15807","Sinapis alba",0.4025,NA,NA,5.48125,23.0171428571429,NA,"Brassicaceae","Herb","Herb","herbaceous"
"15808","Sinapis arvensis",0.4316667,NA,NA,2.36325830769231,38.6472605263158,NA,"Brassicaceae","Herb","Herb","herbaceous"
"15809","Sindora beccariana",NA,NA,NA,NA,NA,0.545,NA,NA,NA,NA
"15810","Sindora coriacea",NA,NA,NA,NA,NA,0.55,NA,NA,NA,NA
"15811","Sindora echinocalyx",NA,NA,NA,NA,NA,0.61,NA,NA,NA,NA
"15812","Sindora klaineana",NA,NA,NA,NA,NA,0.57771517775,NA,NA,NA,NA
"15813","Sindora siamensis",NA,NA,NA,NA,NA,0.716045833333333,NA,NA,NA,NA
"15814","Sindoropsis letestui",NA,NA,NA,NA,NA,0.64014168175,NA,NA,NA,NA
"15815","Sinningia speciosa",NA,NA,NA,0.03,NA,NA,NA,NA,NA,NA
"15816","Siparuna cervicornis",NA,34,NA,NA,24.965,NA,"Siparunaceae","Tree","Shrub_Tree","woody"
"15817","Siparuna cuspidata",NA,30.5,NA,NA,21.452,0.655,"Siparunaceae","Tree","Shrub_Tree","woody"
"15818","Siparuna decipiens",NA,26.8,NA,NA,22.648,0.6405,"Siparunaceae","Tree","Shrub_Tree","woody"
"15819","Siparuna gesnerioides",NA,24.64325428,1.3219,NA,NA,NA,NA,NA,NA,NA
"15820","Siparuna glycycarpa",NA,NA,NA,NA,NA,0.71,"Siparunaceae","Shrub","Shrub","woody"
"15821","Siparuna guianensis",10,NA,NA,10.0265,NA,NA,NA,NA,NA,NA
"15822","Siparuna macrotepala",NA,26.7,NA,NA,27.627,NA,NA,NA,NA,NA
"15823","Siparuna pauciflora",8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15824","Siparuna poeppigii",NA,30.1,NA,NA,20.745,0.69,NA,NA,NA,NA
"15825","Siparuna thecaphora",6,31.7,NA,10,25.7753333333333,NA,NA,NA,NA,NA
"15826","Siphonodon australis",NA,NA,NA,NA,NA,0.68797125,NA,NA,NA,NA
"15827","Siphonodon celastrineus",NA,NA,NA,NA,9.5,0.6193825,NA,NA,NA,NA
"15828","Siphonodon membranaceus",NA,NA,NA,NA,NA,0.7189675,NA,NA,NA,NA
"15829","Siphonodon pendulum",NA,NA,NA,NA,NA,0.6070025,NA,NA,NA,NA
"15830","Siphonostegia chinensis",NA,20.42,NA,NA,0.01626393,NA,NA,NA,NA,NA
"15831","Sison amomum",0.65,NA,NA,1.24,22.7,NA,NA,NA,NA,NA
"15832","Sisymbrium altissimum",0.658076923076923,NA,NA,0.173909090909091,21.4566666666667,NA,"Brassicaceae","Herb","Herb","herbaceous"
"15833","Sisymbrium austriacum",0.25,NA,NA,NA,NA,NA,"Brassicaceae","Herb","Herb","herbaceous"
"15834","Sisymbrium burchellii",NA,NA,NA,0.3,NA,NA,"Brassicaceae","Herb","Herb","herbaceous"
"15835","Sisymbrium cavanillesianum",0.352,NA,NA,NA,19.2127,NA,NA,NA,NA,NA
"15836","Sisymbrium erysimoides",NA,NA,NA,0.118909090909091,NA,NA,"Brassicaceae","Herb","Herb","herbaceous"
"15837","Sisymbrium irio",0.240625,NA,NA,0.107857142857143,NA,NA,"Brassicaceae","Herb","Tree_Herb","herbaceous"
"15838","Sisymbrium loeselii",0.454375,NA,NA,0.0425,17.6177272727273,NA,"Brassicaceae","Herb","Herb","herbaceous"
"15839","Sisymbrium officinale",0.36,NA,NA,0.294,31.1828571428571,NA,"Brassicaceae","Herb","Herb","herbaceous"
"15840","Sisymbrium orientale",0.409375,NA,NA,NA,22.325,NA,"Brassicaceae","Herb","Herb","herbaceous"
"15841","Sisymbrium strictissimum",0.6,NA,NA,0.4,NA,NA,"Brassicaceae","Herb","Herb","herbaceous"
"15842","Sisymbrium supinum",0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15843","Sisymbrium volgense",0.35,NA,NA,NA,NA,NA,"Brassicaceae","Herb","Herb","herbaceous"
"15844","Sisyrinchium albidum",0.45,NA,NA,0.4,NA,NA,"Iridaceae","Herb","Herb","herbaceous"
"15845","Sisyrinchium angustifolium",NA,NA,NA,0.6,NA,NA,"Iridaceae","Herb","Herb","herbaceous"
"15846","Sisyrinchium arenarium",NA,NA,NA,3.845,NA,NA,"Iridaceae","Herb","Herb","herbaceous"
"15847","Sisyrinchium atlanticum",0.7,NA,NA,0.5,NA,NA,"Iridaceae","Herb","Herb","herbaceous"
"15848","Sisyrinchium bellum",0.305,NA,NA,2.12328571428571,11.6727,NA,"Iridaceae","Herb","Herb","herbaceous"
"15849","Sisyrinchium bermudiana",NA,NA,NA,0.655,NA,NA,NA,NA,NA,NA
"15850","Sisyrinchium californicum",NA,NA,NA,1.22466666666667,NA,NA,"Iridaceae","Herb","Herb","herbaceous"
"15851","Sisyrinchium chilense",NA,NA,NA,0.78,NA,NA,"Iridaceae","Herb","Herb","herbaceous"
"15852","Sisyrinchium coulterianum",NA,NA,NA,2.2,NA,NA,"Iridaceae","Herb","Herb","herbaceous"
"15853","Sisyrinchium elmeri",NA,NA,NA,1.04,NA,NA,"Iridaceae","Herb","Herb","herbaceous"
"15854","Sisyrinchium graminifolium",NA,NA,NA,0.86,NA,NA,"Iridaceae","Herb","Herb","herbaceous"
"15855","Sisyrinchium halophilum",NA,NA,NA,0.87,NA,NA,"Iridaceae","Herb","Herb","herbaceous"
"15856","Sisyrinchium hitchcockii",NA,NA,NA,1.341,NA,NA,"Iridaceae","Herb","Herb","herbaceous"
"15857","Sisyrinchium idahoense",NA,NA,NA,1.02,NA,NA,"Iridaceae","Herb","Herb","herbaceous"
"15858","Sisyrinchium longipes",NA,NA,NA,0.9,NA,NA,"Iridaceae","Herb","Herb","herbaceous"
"15859","Sisyrinchium macrocarpum",NA,NA,NA,2.18,NA,NA,NA,NA,NA,NA
"15860","Sisyrinchium mandonii",NA,NA,NA,1.17,NA,NA,"Iridaceae","Herb","Herb","herbaceous"
"15861","Sisyrinchium micranthum",NA,NA,NA,0.57,NA,NA,"Iridaceae","Herb","Aquatic_Tree_Herb","herbaceous"
"15862","Sisyrinchium montanum",0.225,NA,NA,0.94,NA,NA,"Iridaceae","Herb","Tree_Herb","herbaceous"
"15863","Sisyrinchium pachyrhizum",NA,NA,NA,0.32,NA,NA,"Iridaceae","Herb","Herb","herbaceous"
"15864","Sisyrinchium patagonicum",NA,NA,NA,1.48,NA,NA,"Iridaceae","Herb","Herb","herbaceous"
"15865","Sisyrinchium platense",NA,NA,NA,0.16,NA,NA,"Iridaceae","Herb","Herb","herbaceous"
"15866","Sisyrinchium scabrum",NA,NA,NA,0.5219,NA,NA,"Iridaceae","Herb","Herb","herbaceous"
"15867","Sisyrinchium striatum",NA,NA,NA,2.26,NA,NA,"Iridaceae","Herb","Herb","herbaceous"
